bn_name,bn_id,loc_name,creator_type,title,date,year_n,place,publisher,names_n,names,bn_pos,record_id,lccnID
Jane Ellen Harrison,Q911,"Harrison, Jane",author,Sanctuary,1937,1937,New York,Robert Speller publishing corp.,1,"Harrison, Jane",1,Q911_009,39000402
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Introductory studies in Greek art,1885,1885,London,T. F. Unwin,1,"Harrison, Jane Ellen",1,Q911_022,09018911
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",editor,Manual of ancient sculpture,1890,1890,London,H. Grevel and co.,2,"Paris, Pierre || Harrison, Jane Ellen",2,Q911_043,04014192
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Mythology & monuments of ancient Athens; being a translation of a portion of the 'Attica' of Pausanias,1890,1890,London and New York,Macmillan,3,"Pausanias || Harrison, Jane Ellen || Verrall, Margaret de Gaudrion Merrifield",2,Q911_044,18011888
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,"Greek vase paintings; a selection of examples, with preface, introduction and descriptions",1894,1894,London,T.F. Unwin,2,"Harrison, Jane Ellen || MacColl, D. S.",1,Q911_020,01001000
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",translator,"Manual of mythology, in relation to Greek art",1899,1899,London,H. Grevel & co.,2,"Collignon, Maxime || Harrison, Jane Ellen",2,Q911_003,01005348
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Prolegomena to the study of the Greek religion,1903,1903,Cambridge,University press,1,"Harrison, Jane Ellen",1,Q911_037,04004387
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,The religion of ancient Greece,1905,1905,London,"A. Constable, 1905.",1,"Harrison, Jane Ellen",1,Q911_038,07019769
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Primitive Athens as described by Thucydides,1906,1906,Cambridge,University Press,1,"Harrison, Jane Ellen",1,Q911_032,06024923
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Homo sum: being a letter to an anti-suffragist from an anthropologist,1908?,1908,Westminster,National Union of Women's Suffrage Societies,1,"Harrison, Jane Ellen",1,Q911_021,96220951
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Douris and the painters of Greek vases,1909,1909,London,J. Murray,3,"Pottier, Edmond || Kahnweiler, Bettina || Harrison, Jane Ellen",3,Q911_045,10002345
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Ancient art and ritual,1913,1913,London,Williams and Norgate,1,"Harrison, Jane Ellen",1,Q911_015,13018038
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Russia and the Russian verb; a contribution to the psychology of the Russian people,1915,1915,Cambridge Eng.,"W. Heffer & Sons, Ltd.",1,"Harrison, Jane Ellen",1,Q911_040,17013554
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Epilegomena to the study of Greek religion,1921,1921,Cambridge Eng.,The University press,1,"Harrison, Jane Ellen",1,Q911_019,22004681
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Mythology,1924,1924,"Boston, Mass.",Marshall Jones Company,1,"Harrison, Jane Ellen",1,Q911_027,25000821
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Reminiscences of a student's life,1925,1925,London,Pub. by L. and V. Woolf at the Hogarth press,1,"Harrison, Jane Ellen",1,Q911_039,26008428
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",translator,"The book of the bear, being twenty-one tales newly translated from the Russian",1926,1926,London,The Nonesuch press,2,"Harrison, Jane Ellen || Mirrlees, Hope",1,Q911_017,42047277
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Themis: a study of the social origins of Greek religion,1927,1927,Cambridge,University Press,1,"Harrison, Jane Ellen",1,Q911_041,2021767579
Jane Ellen Harrison,Q911,"Harrison, Jane Ellen",author,Myths of Greece and Rome,1928,1928,"Garden City, N.Y.","Doubleday, Doran & company, inc.",1,"Harrison, Jane Ellen",1,Q911_031,34017137
Margaret Hasluck,Q1944,"Hasluck, Margaret M.",editor,Athos and its monasteries,1924,1924,London,E.P. Dutton & Co.,2,"Hasluck, F. W. || Hasluck, Margaret M.",2,Q1944_001,25004120
Margaret Hasluck,Q1944,"Hasluck, Margaret M.",editor,Letters on religion and folklore,1926,1926,London,Luzac & Co.,3,"Hasluck, F. W. || Dawkins, Richard McGillivray || Hasluck, Margaret M.",3,Q1944_003,28012185
Margaret Hasluck,Q1944,"Hasluck, Margaret M.",author,Christianity and Islam under the sultans,1929,1929,Oxford,Clarendon Press,2,"Hasluck, F. W. || Hasluck, Margaret M.",2,Q1944_002,29017886
Margaret Hasluck,Q1944,"Hasluck, Margaret M.",author,Këndime englisht-shqip,1932,1932,Cambridge Eng.,The University press,1,"Hasluck, Margaret M.",1,Q1944_004,33004493
Margaret Hasluck,Q1944,"Hasluck, Margaret M.",author,The unwritten law in Albania,1954,1954,Cambridge Eng.,University Press,1,"Hasluck, Margaret M.",1,Q1944_006,55000191
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,The archaeology of the Channel islands,1928-38,1928,London,Methuen & co. ltd.,2,"Kendrick, T. D. || Hawkes, Jacquetta",2,Q106_039,31017158
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,Prehistoric Britain,1943,1943,"Harmondwsorth, Middlesex, Eng.",Penguin books,1,"Hawkes, Jacquetta",1,Q106_031,44005833
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,Early Britain,1945,1945,London,W. Collins,1,"Hawkes, Jacquetta",1,Q106_010,47000075
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,Symbols and speculations [poems],1949,1949,London,Cresset Press,1,"Hawkes, Jacquetta",1,Q106_036,50015507
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,A land,1951,1951,London,Cresset Press,1,"Hawkes, Jacquetta",1,Q106_020,51005951
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,A guide to the prehistoric and Roman monuments in England and Wales,1951,1951,London,Chatto & Windus,1,"Hawkes, Jacquetta",1,Q106_014,52000201
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,"Dragon's mouth, a dramatic quartet in two parts",1952,1952,New York,Harper,2,"Hawkes, Jacquetta || Priestley, J. B.",1,Q106_009,55012371
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,"A woman as great as the world, and other fables",1953,1953,New York,Random House,1,"Hawkes, Jacquetta",1,Q106_037,53006909
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,Fables,1953,1953,London,Cresset Press,1,"Hawkes, Jacquetta",1,Q106_011,53032032
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,Man on earth,1954,1954,London,Cresset Press,1,"Hawkes, Jacquetta",1,Q106_025,55001730
Jacquetta Hawkes,Q106,"Hawkes, Jacquetta",author,Journey down a rainbow,1955,1955,New York,Harper,2,"Priestley, J. B. || Hawkes, Jacquetta",2,Q106_040,55008031
Francoise Henry,Q1691,"Henry, Françoise",author,La sculpture irlandaise pendant les douze premiers siècles de l'ère chrétienne,1933,1933,Paris,E. Leroux,1,"Henry, Françoise",1,Q1691_030,ac 33001983
Mabel Blundell Heynemann,Q1509,"Heynemann, Mabel Blundell",author,Appletreewick and district,1947,1947,Shipley Eng.,"Outhwaite Bros., printers",1,"Heynemann, Mabel Blundell",1,Q1509_001,48016336
Mary Agnes Hickson,Q918,"Hickson, Mary Agnes",author,"Ireland in the seventeenth century; or, The Irish massacres of 1641-2, their causes and results. Illustrated by extracts from the unpublished state papers, the unpublished mss. in the Bodleian library, Lambeth library, and the library of the Royal Dublin society, relating to the plantations of 1610-39; a selection from the unpublished depositions relating to the massacres ... and the reports of the trials in the High court of justice in 1652-4, from the unpublished mss. in Trinity college, Dublin",1884,1884,London,"Longmans, Green, and co.",1,"Hickson, Mary Agnes",1,Q918_001,04007207
Rosalind Mary Theodosia Hill,Q1421,"Hill, Rosalind M. T.",author,"Oliver Sutton, Bishop of Lincoln, and the University of Oxford",1949,1949,London,,1,"Hill, Rosalind M. T.",1,Q1421_007,a 50007227
Hildegarde Beatrice Hinde,Q919,"Hinde, Hildegarde Beatrice Ginsburg",author,The last of the Masai,1901,1901,London,W. Heinemann,2,"Hinde, Sidney Langford || Hinde, Hildegarde Beatrice Ginsburg",2,Q919_004,02009174
Hildegarde Beatrice Hinde,Q919,"Hinde, Hildegarde Beatrice Ginsburg",editor,The Masai language; grammatical notes together with a vocabulary,1901,1901,Cambridge Eng.,The University press,1,"Hinde, Hildegarde Beatrice Ginsburg",1,Q919_002,02021182
Hildegarde Beatrice Hinde,Q919,"Hinde, Hildegarde Beatrice Ginsburg",author,Vocabularies of the Kamba and Kikuyu languages of East Africa,1904,1904,Cambridge Eng.,University Press,1,"Hinde, Hildegarde Beatrice Ginsburg",1,Q919_001,57057309
Hildegarde Beatrice Hinde,Q919,"Hinde, Hildegarde Beatrice Ginsburg",author,Some problems of East Africa,1926,1926,London,"Williams and Norgate, ltd.",1,"Hinde, Hildegarde Beatrice Ginsburg",1,Q919_003,28004913
Elizabeth Hodges,Q920,"Hodges, Elizabeth",author,"Some ancient English homes and their associations; personal, archæological & historic",1895,1895,London,T. F. Unwin,1,"Hodges, Elizabeth",1,Q920_003,10004228
Elizabeth Hodges,Q920,"Hodges, Elizabeth",author,The Cabots and the discovery of America,1897?,1897,London,"E. Nister; etc., etc.",1,"Hodges, Elizabeth",1,Q920_002,04012737
Margaret Sefton-Jones,Q507,"Hughes, Margaret",author,"Les lauriers sont coupés... journal d'une volontaire américaine en France (avril-septembre, 1940)",1941,1941,New York,Brentano's,1,"Hughes, Margaret",1,Q507_014,41021698
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",editor,The Cuchullin saga in Irish literature; being a collection of stories relating to the hero Cuchullin,1898,1898,London,D. Nutt,1,"Hull, Eleanor",1,Q928_002,06026094
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,Pagan Ireland,1904,1904,Dublin,D. Nutt,1,"Hull, Eleanor",1,Q928_014,05008757
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,Early Christian Ireland,1905,1905,London,D. Nutt,1,"Hull, Eleanor",1,Q928_008,06008863
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,A text book of Irish literature,1906-1908,1906,Dublin,"M.H. Gill & son, ltd.: etc., etc.",1,"Hull, Eleanor",1,Q928_016,07002324
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,The boys' Chuchulain,1910,1910,New York,T. Y. Crowell,1,"Hull, Eleanor",1,Q928_018,w 10000325
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,The Northmen in Britain,1913,1913,New York,Thomas Y. Crowell Company,1,"Hull, Eleanor",1,Q928_013,13035821
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",translator,The poem-book of the Gael: translations from Irish Gaelic poetry into English prose and verse,1913,1913,Chicago,Browne & Howell Co.,1,"Hull, Eleanor",1,Q928_004,2012656416
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,A history of Ireland and her people,1926-31,1926,London etc.,G. G. Harrap & company ltd.,1,"Hull, Eleanor",1,Q928_012,27017099
Eleanor Henrietta Hull,Q928,"Hull, Eleanor",author,Folklore of the British Isles,1928,1928,London,Meuthen & co. ltd.,1,"Hull, Eleanor",1,Q928_010,28029160
Caroline Amy Hutton,Q931,"Hutton, Caroline Amy",author,Greek terracotta statuettes,1899,1899,New York,The Macmillan Company,2,"Hutton, Caroline Amy || Murray, A. S.",1,Q931_001,05029070
Evelyn Mary Jamison,Q803,"Jamison, Evelyn M.",author,"The Norman administration of Apulia and Capua, more especially under Roger II. and William I., 1127-1166",1913,1913,London,,1,"Jamison, Evelyn M.",1,Q803_007,a 33002141
Evelyn Mary Jamison,Q803,"Jamison, Evelyn M.",author,"Italy, medieval and modern, a history",1917,1917,Oxford,The Clarendon press,5,"Jamison, Evelyn M. || Ady, Cecilia M. || Ewart, K. Dorothea || Terry, Charles Sanford || Davis, H. W. Carless",1,Q803_006,17019811
Evelyn Mary Jamison,Q803,"Jamison, Evelyn M.",author,Notes on S. Maria della Strada at Matrice; its history and sculpture,1938,1938,London,,1,"Jamison, Evelyn M.",1,Q803_008,ac 40000067
Catharine Ann Janvier,Q932,"Janvier, Catharine A.",author,Practical keramics for students,1880,1880,New York,h. Holt and Company,1,"Janvier, Catharine A.",1,Q932_013,02010252
Catharine Ann Janvier,Q932,"Janvier, Catharine A.",author,The reds of the Midi: an episode of the French revolution,1896,1896,New York,D. Appleton and Company,3,"Gras, Félix || Janvier, Catharine A. || Janvier, Thomas Allibone",2,Q932_005,11015080
Catharine Ann Janvier,Q932,"Janvier, Catharine A.",translator,The terror; a romance of the French revolution; tr. from the Provençal of Félix Gras,1898,1898,New York,D. Appleton and company,2,"Gras, Félix || Janvier, Catharine A.",2,Q932_006,c 98000330
Catharine Ann Janvier,Q932,"Janvier, Catharine A.",translator,The white terror; a romance of the French Revolution and after,1899,1899,New York,D. Appleton and Company,2,"Gras, Félix || Janvier, Catharine A.",2,Q932_007,00000139
Catharine Ann Janvier,Q932,"Janvier, Catharine A.",author,London news,1904,1904,New York & London,Harper & brothers,1,"Janvier, Catharine A.",1,Q932_012,04033106
Catharine Ann Janvier,Q932,"Janvier, Catharine A.",author,Provençal literature & language including the local history of southern France; a list of references in the New York public library,1925,1925,New York,Printed at the New York public library,2,"Haskell, Daniel C. || Janvier, Catharine A.",2,Q932_015,26013771
Amy Johnston,Q3650,"Johnston, Amy",editor,Diplomatarium orcadense et hialtlandense. Fornbréfasafn orkneyinga og hjaltlendinga. Orkney and Shetland records,1907-,1907,London,Printed for the Viking Society for northern research,2,"Johnston, Alfred Wintle || Johnston, Amy",2,Q3650_002,15006521
Amy Johnston,Q3650,"Johnston, Amy",editor,"Old-lore miscellany of Orkney, Shetland, Caithness and Sutherland",1907-,1907,London,Printed for the Viking club,2,"Johnston, Alfred Wintle || Johnston, Amy",2,Q3650_003,15006731
Amy Johnston,Q3650,"Johnston, Amy",author,Diplomatarium katanense et sutherlandense. Caithness and Sutherland records,1909-,1909,London,Printed for the Viking Society for Northern Research,2,"Johnston, Alfred W. || Johnston, Amy",2,Q3650_001,a 45003060
Grace Johnstone,Q934,"Johnstone, Grace",author,Leading women of the Restoration: with portraits,1892,1892,London,"Digby, Long",1,"Johnstone, Grace",1,Q934_001,21006940
Emily Elizabeth Constance Jones,Q213,"Jones, Emily Elizabeth Constance",editor,Microcosmus: an essay concerning man and his relation to the world,1885,1885,Edinburgh,T. & T. Clark,3,"Lotze, Hermann || Hamilton, Elizabeth || Jones, Emily Elizabeth Constance",3,Q213_004,02006305
Emily Elizabeth Constance Jones,Q213,"Jones, Emily Elizabeth Constance",author,The methods of ethics,1901,1901,London,"Macmillan and co., limited",2,"Sidgwick, Henry || Jones, Emily Elizabeth Constance",2,Q213_006,04004000
Emily Elizabeth Constance Jones,Q213,"Jones, Emily Elizabeth Constance",author,A new law of thought and its logical bearings,1911,1911,Cambridge,The University Press,1,"Jones, Emily Elizabeth Constance",1,Q213_002,12010523
Emily Elizabeth Constance Jones,Q213,"Jones, Emily Elizabeth Constance",author,"As I remember, an autobiographical ramble",1922,1922,London,"A. & C. Black, ltd.",1,"Jones, Emily Elizabeth Constance",1,Q213_001,23006644
Edith Murray Keate,Q1107,"Keate, Edith Murray",author,A garden of the gods,1914,1914,London,,1,"Keate, Edith Murray",1,Q1107_001,unk84016174
Edith Murray Keate,Q1107,"Keate, Edith Murray",author,The mimic,1932,1932,London,"S. Low, Marston & Co., Ltd.",1,"Keate, Edith Murray",1,Q1107_003,32011794
Edith Murray Keate,Q1107,"Keate, Edith Murray",author,"Nelson's wife; the first biography of Frances Herbert, Viscountess Nelson",1939,1939,London etc.,"Cassell and company, ltd.",1,"Keate, Edith Murray",1,Q1107_004,39007987
Alice Kemp-Welch,Q2681,"Kemp-Welch, Alice",translator,The chatelaine of Vergi; a 13th century French romance,1903,1903,London,D. Nutt,3,"Kemp-Welch, Alice || Brandin, Louis || Raynaud, Gaston",1,Q2681_001,04014539
Alice Kemp-Welch,Q2681,"Kemp-Welch, Alice",editor,Of the tumbler of Our Lady & other miracles,1908,1908,London,Chatto and Windus,2,"Kemp-Welch, Alice || Gautier",1,Q2681_007,09014150
Alice Kemp-Welch,Q2681,"Kemp-Welch, Alice",author,Of six mediaeval women; to which is added A note on mediaeval gardens,1913,1913,London,MacMillan,1,"Kemp-Welch, Alice",1,Q2681_005,13010675
Dorothy Gardiner,Q901,"Kempe, Dorothy",author,"The legend of the Holy Grail, its sources, character and development",1905,1905,London,"For the Early English text society, by K. Paul, Trench, Trübner & co. limited",1,"Kempe, Dorothy",1,Q901_023,06010504
Kathleen Mary Kenyon,Q709,"Kenyon, Kathleen M.",author,The buildings at Samaria,1942,1942,London,Palestine Exploration Fund,3,"Crowfoot, J. W. || Kenyon, Kathleen M. || Sukenik, Eleazar Lipa",2,Q709_002,a 43001042
Kathleen Mary Kenyon,Q709,"Kenyon, Kathleen M.",author,Beginning in archaeology,1952,1952,New York,F.A. Praeger,1,"Kenyon, Kathleen M.",1,Q709_014,52009403
Louisa Hay Kerr,Q21,"Kerr, Louisa Hay",translator,"The history of Servia, and the Servian revolution. With a sketch of the insurrection in Bosnia",1853,1853,London,H. G. Bohn,3,"Ranke, Leopold von || Kerr, Louisa Hay || Robert, Cyprien",2,Q21_022,05007263
Florence Kingsford,Q573,"Kingsford, Florence Kate",author,"Saqqara mastabas, part I-II.",1905-37,1905,London,British School of Archaeology in Egypt and B. Quaritch,7,"Murray, Margaret Alice || Sethe, Kurt || Loat, W. L. S. || Hansard, F. || Mothersole, Jessie || Petrie, Hilda || Kingsford, Florence Kate",7,Q573_001,08002547
Mary Henrietta Kingsley,Q941,"Kingsley, Mary Henrietta",author,The ascent of Cameroons Peak and travels in French Congo,1896,1896,Liverpool,"The ""Journal of commerce"" printing works",1,"Kingsley, Mary Henrietta",1,Q941_015,22018032
Mary Henrietta Kingsley,Q941,"Kingsley, Mary Henrietta",author,"Travels in West Africa, Congo Français, Corisco and Cameroons",1897,1897,London,"Macmillan and co., limited",1,"Kingsley, Mary Henrietta",1,Q941_019,04016738
Mary Henrietta Kingsley,Q941,"Kingsley, Mary Henrietta",author,The story of West Africa,1899,1899,London,H. Marshall & Son,1,"Kingsley, Mary Henrietta",1,Q941_016,01002056
Mary Henrietta Kingsley,Q941,"Kingsley, Mary Henrietta",author,West African studies,1899,1899,"London, New York","Macmillan and co., limited",2,"Kingsley, Mary Henrietta || Cardi, Charles Napoléon",1,Q941_028,04022743
